"pid","hid","age","sex","n.samples","wave","reporting.day","n.contact.total","n.loc.group","n.contact.0-4","n.contact.5-19","n.contact.20-39","n.contact.40-64","n.contact.65+"
685,466,35,"F",2,"R3","Wednesday",5,"3",0,0,1,3,1
1334,466,60,"F",3,"R3","Wednesday",13,"5",2,1,7,2,1
1097,84,33,"F",3,"R3","Thursday",8,"2",0,0,6,2,0
84,84,37,"F",4,"R3","Thursday",5,"0",0,0,5,0,0
864,84,65,"F",2,"R3","Thursday",16,"1",0,0,0,6,10
865,91,61,"M",1,"R3","Thursday",25,"2",0,0,16,9,0
172,127,57,"F",3,"R3","Thursday",12,"3",0,0,6,6,0
173,128,68,"F",1,"R3","Thursday",6,"2",0,0,1,4,1
177,131,58,"M",1,"R3","Thursday",12,"2",1,0,2,9,0
1267,552,21,"F",1,"R3","Thursday",3,"1",0,0,2,1,0
786,552,24,"F",4,"R3","Thursday",2,"1",0,0,1,1,0
787,552,46,"F",4,"R3","Thursday",9,"2",0,0,2,7,0
1335,552,55,"M",3,"R3","Thursday",3,"2",0,0,0,3,0
220,153,63,"F",4,"R3","Thursday",6,"4",0,0,1,5,0
1148,155,20,"F",2,"R3","Thursday",2,"0",0,0,0,2,0
222,155,48,"F",4,"R3","Thursday",2,"0",0,0,1,1,0
223,155,60,"M",1,"R3","Thursday",6,"3",0,0,1,5,0
254,177,59,"F",4,"R3","Thursday",0,NA,0,0,0,0,0
1099,191,62,"M",2,"R3","Thursday",5,"1",0,0,0,5,0
300,200,53,"F",4,"R3","Thursday",6,"2",0,0,2,4,0
301,200,56,"M",4,"R3","Thursday",9,"2",0,0,4,5,0
807,563,48,"F",2,"R3","Thursday",7,"3",0,0,0,5,2
340,222,55,"F",1,"R3","Thursday",40,"4",0,4,7,29,0
398,261,66,"M",3,"R3","Thursday",4,"1",0,0,0,0,4
1336,287,53,"M",1,"R3","Thursday",12,"0",0,0,4,8,0
1337,290,53,"F",4,"R3","Thursday",108,"4",62,0,19,23,4
455,298,62,"F",4,"R3","Thursday",5,"1",0,0,0,5,0
1154,314,71,"F",1,"R3","Thursday",2,"1",0,0,0,1,1
514,338,55,"F",2,"R3","Thursday",11,"1",0,0,7,3,1
515,338,61,"M",2,"R3","Thursday",7,"2",0,0,5,2,0
571,378,68,"F",1,"R3","Thursday",17,"1",0,0,0,0,17
1101,396,62,"F",4,"R3","Thursday",23,"3",0,0,1,9,13
590,396,66,"M",1,"R3","Thursday",4,"1",0,0,3,1,0
599,403,59,"F",3,"R3","Thursday",4,"3",0,0,1,0,3
1164,412,38,"F",3,"R3","Thursday",9,"1",0,4,3,1,1
610,412,65,"F",2,"R3","Thursday",10,"3",1,1,1,6,1
634,431,53,"F",3,"R3","Thursday",2,"1",0,0,1,1,0
1102,431,55,"M",4,"R3","Thursday",3,"1",0,0,2,1,0
635,432,61,"F",2,"R3","Thursday",17,"1",10,4,0,3,0
87,85,46,"M",2,"R3","Friday",11,"0",0,1,4,6,0
783,549,53,"F",1,"R3","Friday",9,"3",0,0,2,3,4
1338,114,16,"F",1,"R3","Friday",116,"4",0,107,2,7,0
1339,114,49,"M",2,"R3","Friday",7,"2",0,1,2,4,0
1265,114,73,"F",4,"R3","Friday",2,"1",0,0,1,1,0
854,147,35,"F",1,"R3","Friday",79,"6+",0,0,18,12,49
208,147,63,"F",4,"R3","Friday",2,"1",0,0,1,0,1
1105,555,41,"F",1,"R3","Friday",8,"1",0,2,0,5,1
793,555,48,"M",3,"R3","Friday",11,"1",0,2,1,8,0
257,179,62,"F",2,"R3","Friday",2,"2",0,0,0,2,0
1109,196,23,"F",4,"R3","Friday",9,"1",0,0,6,3,0
293,196,51,"F",1,"R3","Friday",10,"0",0,0,2,8,0
294,196,56,"M",4,"R3","Friday",6,"3",0,0,1,5,0
811,567,73,"F",4,"R3","Friday",8,"2",1,1,2,3,1
813,568,64,"M",4,"R3","Friday",1,"0",0,0,0,1,0
521,342,50,"F",4,"R3","Friday",2,"1",0,0,1,1,0
523,344,46,"F",1,"R3","Friday",8,"5",0,0,2,6,0
573,380,52,"F",2,"R3","Friday",17,"6+",0,0,9,8,0
574,380,54,"M",2,"R3","Friday",3,"2",0,0,0,3,0
588,394,46,"F",3,"R3","Friday",42,"6+",0,7,21,14,0
600,404,41,"F",4,"R3","Friday",17,"6+",0,0,9,8,0
1340,467,19,"M",2,"R3","Friday",5,"0",0,5,0,0,0
686,467,24,"F",4,"R3","Friday",14,"3",0,0,2,6,6
687,467,54,"F",3,"R3","Friday",9,"3",0,0,2,5,2
707,484,63,"F",1,"R3","Friday",16,"6+",0,0,3,13,0
713,489,65,"F",2,"R3","Friday",1,"0",0,0,0,0,1
1263,86,54,"M",1,"R3","Saturday",8,"1",0,0,1,5,2
1264,550,23,"M",2,"R3","Saturday",5,"1",0,1,3,1,0
167,124,40,"F",4,"R3","Saturday",6,"1",1,0,2,3,0
228,158,55,"F",3,"R3","Saturday",6,"2",0,1,2,0,3
794,556,7,"F",4,"R3","Saturday",11,"1",0,3,0,8,0
1341,556,9,"F",1,"R3","Saturday",10,"1",0,3,0,7,0
1113,556,49,"M",3,"R3","Saturday",8,"1",0,4,0,4,0
1269,173,24,"M",3,"R3","Saturday",3,"0",0,0,1,2,0
248,173,58,"F",3,"R3","Saturday",2,"1",0,0,2,0,0
1110,209,24,"M",4,"R3","Saturday",2,"0",0,1,0,1,0
317,209,51,"F",1,"R3","Saturday",29,"6+",0,2,12,15,0
1342,566,17,"M",1,"R3","Saturday",14,"2",0,5,3,6,0
1343,566,22,"M",2,"R3","Saturday",23,"1",0,3,10,9,1
1119,566,47,"F",4,"R3","Saturday",25,"4",1,2,5,10,7
810,566,47,"M",4,"R3","Saturday",11,"2",2,1,6,2,0
1114,236,31,"M",3,"R3","Saturday",39,"1",0,10,19,9,1
362,236,65,"F",1,"R3","Saturday",5,"2",0,0,4,0,1
365,239,24,"F",3,"R3","Saturday",4,"0",0,0,1,3,0
366,239,55,"F",3,"R3","Saturday",12,"3",0,0,1,9,2
367,239,60,"M",4,"R3","Saturday",12,"3",0,0,1,11,0
814,569,55,"M",4,"R3","Saturday",13,"6+",1,0,4,6,2
858,262,68,"F",3,"R3","Saturday",22,"5",0,0,0,10,12
400,262,78,"M",2,"R3","Saturday",9,"3",0,0,0,8,1
462,302,52,"F",1,"R3","Saturday",9,"3",0,0,7,2,0
1155,325,9,"M",4,"R3","Saturday",3,"0",0,0,1,2,0
494,325,23,"M",4,"R3","Saturday",3,"0",0,1,0,2,0
1156,325,48,"F",3,"R3","Saturday",58,"2",0,1,21,36,0
819,574,64,"M",3,"R3","Saturday",3,"3",0,0,0,3,0
587,393,44,"F",4,"R3","Saturday",9,"5",0,1,3,4,1
591,397,35,"F",1,"R3","Saturday",3,"1",0,0,0,2,1
1344,397,38,"M",1,"R3","Saturday",8,"1",1,1,3,2,1
592,398,48,"F",4,"R3","Saturday",8,"5",0,0,0,7,1
593,398,56,"F",3,"R3","Saturday",6,"2",0,0,0,3,3
823,578,56,"F",1,"R3","Saturday",0,NA,0,0,0,0,0
603,407,57,"F",3,"R3","Saturday",9,"2",0,0,4,5,0
630,427,44,"M",4,"R3","Saturday",2,"1",1,0,1,0,0
637,434,51,"F",3,"R3","Saturday",3,"1",0,0,1,2,0
1345,548,22,"M",3,"R3","Sunday",6,"3",0,0,1,5,0
782,548,47,"F",3,"R3","Sunday",3,"1",0,0,1,2,0
1116,548,49,"M",2,"R3","Sunday",8,"3",0,0,5,3,0
1346,610,20,"M",1,"R3","Sunday",5,"1",0,0,3,2,0
879,610,54,"F",3,"R3","Sunday",2,"0",0,0,1,1,0
1347,610,58,"M",1,"R3","Sunday",3,"0",0,0,2,1,0
880,611,46,"M",3,"R3","Sunday",17,"1",0,0,7,10,0
881,611,50,"F",4,"R3","Sunday",3,"1",0,0,0,3,0
882,612,50,"F",3,"R3","Sunday",5,"3",0,2,1,2,0
885,614,27,"F",2,"R3","Sunday",6,"3",0,0,3,3,0
886,615,43,"M",3,"R3","Sunday",7,"2",0,3,0,4,0
1348,615,44,"M",4,"R3","Sunday",16,"4",3,8,0,5,0
1126,617,61,"F",3,"R3","Sunday",0,NA,0,0,0,0,0
788,553,14,"M",4,"R3","Sunday",1,"0",0,1,0,0,0
1118,557,56,"F",2,"R3","Sunday",29,"4",0,4,8,15,2
1127,620,29,"M",3,"R3","Sunday",10,"2",0,0,8,2,0
893,621,47,"F",2,"R3","Sunday",7,"5",0,1,2,4,0
898,625,53,"F",4,"R3","Sunday",10,"2",0,1,3,6,0
1129,626,47,"F",2,"R3","Sunday",3,"1",0,0,2,1,0
899,626,49,"M",2,"R3","Sunday",4,"1",0,0,3,1,0
900,627,33,"F",1,"R3","Sunday",11,"6+",0,1,4,3,3
901,627,62,"F",2,"R3","Sunday",13,"2",0,0,1,3,9
905,629,56,"F",3,"R3","Sunday",8,"1",0,0,4,4,0
906,630,53,"M",2,"R3","Sunday",23,"6+",0,0,11,11,1
1349,633,15,"F",1,"R3","Sunday",2,"1",0,0,0,2,0
913,633,50,"F",4,"R3","Sunday",4,"0",0,0,2,2,0
914,634,33,"M",1,"R3","Sunday",2,"1",0,0,0,2,0
1255,636,47,"F",4,"R3","Sunday",8,"4",2,2,2,2,0
916,636,48,"M",1,"R3","Sunday",9,"4",0,1,5,3,0
919,639,39,"F",2,"R3","Sunday",5,"2",1,0,1,3,0
465,305,46,"M",3,"R3","Sunday",18,"1",0,0,8,10,0
1121,322,24,"F",4,"R3","Sunday",7,"1",0,1,3,3,0
489,322,26,"F",2,"R3","Sunday",30,"1",0,0,3,2,25
539,355,52,"F",4,"R3","Sunday",5,"2",0,1,2,1,1
1350,377,13,"M",2,"R3","Sunday",3,"0",0,0,1,1,1
874,377,20,"F",1,"R3","Sunday",3,"0",0,1,0,1,1
569,377,47,"F",3,"R3","Sunday",8,"3",0,1,6,0,1
1122,456,65,"F",2,"R3","Sunday",1,"0",0,0,0,0,1
926,643,61,"F",4,"R3","Monday",5,"4",0,0,3,2,0
927,643,62,"M",1,"R3","Monday",7,"4",0,0,3,4,0
928,644,26,"F",4,"R3","Monday",2,"0",0,0,0,1,1
1132,644,54,"F",4,"R3","Monday",5,"2",0,0,1,3,1
929,644,66,"M",4,"R3","Monday",2,"1",0,0,1,1,0
930,645,60,"F",4,"R3","Monday",100,"0",0,80,18,2,0
933,648,61,"F",4,"R3","Monday",21,"1",0,0,1,3,17
935,650,70,"F",2,"R3","Monday",12,"3",0,1,4,4,3
1351,652,11,"F",3,"R3","Monday",7,"1",0,6,0,1,0
1136,652,47,"F",1,"R3","Monday",223,"2",74,38,87,24,0
938,652,54,"M",2,"R3","Monday",4,"1",0,0,0,3,1
941,655,62,"F",4,"R3","Monday",9,"4",0,0,2,5,2
942,655,63,"M",3,"R3","Monday",5,"1",0,0,0,5,0
1352,657,22,"M",2,"R3","Monday",10,"1",0,0,4,6,0
951,663,68,"F",4,"R3","Monday",0,NA,0,0,0,0,0
1353,663,72,"M",4,"R3","Monday",0,NA,0,0,0,0,0
1354,666,75,"F",1,"R3","Monday",5,"1",0,0,0,0,5
954,666,82,"M",4,"R3","Monday",14,"1",0,0,0,0,14
1355,668,61,"F",2,"R3","Monday",10,"1",0,0,4,5,1
956,668,74,"M",4,"R3","Monday",4,"0",0,0,3,1,0
957,669,37,"F",4,"R3","Monday",8,"2",0,0,5,3,0
958,669,39,"M",1,"R3","Monday",7,"1",0,0,5,2,0
959,670,61,"F",2,"R3","Monday",0,NA,0,0,0,0,0
961,672,68,"M",2,"R3","Monday",6,"4",0,0,2,2,2
1356,673,31,"F",3,"R3","Monday",11,"4",1,1,6,3,0
962,673,60,"F",1,"R3","Monday",3,"0",1,1,1,0,0
964,675,43,"F",3,"R3","Monday",8,"3",0,0,2,5,1
970,681,22,"F",3,"R3","Monday",16,"3",1,0,9,6,0
1357,681,23,"F",1,"R3","Monday",8,"4",1,0,5,2,0
971,681,47,"F",2,"R3","Monday",9,"1",1,0,2,6,0
972,682,51,"M",4,"R3","Monday",35,"4",0,20,10,5,0
1358,682,54,"F",3,"R3","Monday",94,"3",0,70,5,19,0
973,683,41,"F",2,"R3","Monday",8,"1",0,0,7,1,0
974,683,64,"F",2,"R3","Monday",4,"2",0,0,2,2,0
976,685,65,"F",3,"R3","Monday",5,"0",0,0,1,0,4
978,687,68,"F",2,"R3","Monday",3,"1",0,0,0,2,1
981,690,48,"M",1,"R3","Monday",13,"5",0,0,4,7,2
1140,690,66,"F",2,"R3","Monday",9,"3",0,0,0,3,6
982,691,33,"M",1,"R3","Tuesday",10,"3",0,0,7,1,2
983,691,68,"F",4,"R3","Tuesday",4,"1",0,0,1,1,2
986,692,47,"M",1,"R3","Tuesday",19,"6+",0,2,2,15,0
987,693,60,"F",2,"R3","Tuesday",5,"1",2,0,2,1,0
1359,694,11,"M",4,"R3","Tuesday",9,"1",0,6,1,2,0
988,694,60,"M",1,"R3","Tuesday",21,"2",0,2,5,14,0
989,695,45,"M",4,"R3","Tuesday",19,"6+",0,1,5,11,2
990,696,26,"F",4,"R3","Tuesday",17,"5",0,0,10,7,0
992,698,48,"F",1,"R3","Tuesday",14,"3",0,0,5,8,1
1141,698,85,"F",2,"R3","Tuesday",12,"2",0,0,3,3,6
993,699,59,"F",1,"R3","Tuesday",23,"5",1,0,8,5,9
1142,700,21,"F",3,"R3","Tuesday",3,"1",0,0,1,1,1
1360,700,33,"M",2,"R3","Tuesday",3,"1",0,0,1,1,1
994,700,63,"F",2,"R3","Tuesday",9,"3",0,0,4,4,1
995,700,68,"M",2,"R3","Tuesday",4,"0",0,0,3,1,0
999,703,60,"M",3,"R3","Tuesday",11,"2",0,0,3,7,1
1000,704,76,"M",1,"R3","Tuesday",5,"1",0,0,0,3,2
1044,741,38,"F",3,"R3","Tuesday",1,"0",0,1,0,0,0
1008,711,38,"F",4,"R3","Tuesday",28,"2",0,0,20,8,0
1013,716,35,"F",2,"R3","Tuesday",2,"1",0,1,0,1,0
1015,717,63,"M",4,"R3","Tuesday",11,"1",0,0,1,10,0
1016,718,58,"F",1,"R3","Tuesday",12,"3",0,0,3,7,2
1361,718,58,"F",4,"R3","Tuesday",8,"2",0,0,2,6,0
1362,719,54,"F",1,"R3","Tuesday",3,"1",0,0,1,2,0
1017,719,57,"M",4,"R3","Tuesday",2,"0",0,1,0,1,0
1262,723,61,"F",4,"R3","Tuesday",8,"3",1,0,2,4,1
1021,723,70,"M",1,"R3","Tuesday",5,"3",0,0,1,4,0
1022,724,34,"F",2,"R3","Tuesday",10,"1",0,0,1,7,2
1363,724,69,"M",2,"R3","Tuesday",4,"3",0,0,2,2,0
1023,725,49,"F",3,"R3","Tuesday",86,"3",0,58,4,23,1
1024,726,45,"M",3,"R3","Tuesday",7,"4",0,0,6,1,0
1025,727,56,"F",1,"R3","Tuesday",2,"1",0,0,0,2,0
1364,760,61,"F",4,"R3","Wednesday",12,"1",0,0,1,8,3
1365,760,69,"M",3,"R3","Wednesday",5,"2",0,0,0,2,3
1171,761,21,"F",3,"R3","Wednesday",13,"1",0,0,9,4,0
1172,761,50,"F",2,"R3","Wednesday",18,"1",0,0,8,7,3
1174,762,58,"F",2,"R3","Wednesday",37,"4",1,1,9,16,10
1270,822,55,"M",3,"R3","Wednesday",8,"3",0,0,5,3,0
1175,763,62,"F",4,"R3","Wednesday",5,"1",0,1,3,1,0
1183,769,56,"F",1,"R3","Wednesday",15,"4",0,0,8,7,0
1184,769,57,"M",3,"R3","Wednesday",18,"1",0,0,13,5,0
1186,771,64,"M",4,"R3","Wednesday",1,"0",0,0,1,0,0
1189,773,59,"F",1,"R3","Wednesday",19,"5",0,1,3,12,3
191,139,17,"M",3,"R3","Wednesday",17,"1",0,16,0,1,0
192,139,59,"M",2,"R3","Wednesday",6,"2",0,2,1,3,0
1193,775,54,"M",3,"R3","Wednesday",12,"2",0,0,4,8,0
1287,825,30,"F",2,"R3","Wednesday",4,"1",0,0,2,1,1
307,204,44,"F",4,"R3","Wednesday",15,"5",0,0,3,12,0
308,204,48,"M",2,"R3","Wednesday",21,"6+",0,2,8,10,1
1028,730,9,"M",2,"R3","Wednesday",7,"3",0,5,2,0,0
1029,730,31,"F",1,"R3","Wednesday",6,"3",0,1,3,2,0
1052,748,59,"F",4,"R3","Wednesday",6,"1",0,0,1,5,0
1055,750,18,"M",3,"R3","Wednesday",4,"1",0,2,0,2,0
1056,750,48,"F",3,"R3","Wednesday",12,"2",0,1,8,2,1
1060,754,72,"F",2,"R3","Wednesday",7,"3",0,0,1,3,3
1366,755,47,"F",2,"R3","Wednesday",5,"1",0,0,4,1,0
1061,755,48,"F",3,"R3","Wednesday",9,"2",0,0,2,7,0
1062,756,47,"F",4,"R3","Wednesday",1,"0",0,0,1,0,0
1048,745,57,"F",3,"R3","Wednesday",9,"4",0,1,4,4,0
1288,826,61,"F",1,"R3","Thursday",9,"2",0,0,0,9,0
1199,780,31,"F",3,"R3","Thursday",2,"1",0,0,1,0,1
1200,780,40,"M",3,"R3","Thursday",12,"3",0,1,4,6,1
1201,781,73,"F",4,"R3","Thursday",2,"1",0,1,1,0,0
1290,828,50,"F",4,"R3","Thursday",9,"1",0,0,0,9,0
1367,785,31,"F",2,"R3","Thursday",13,"1",0,1,5,6,1
1207,787,39,"M",1,"R3","Thursday",12,"4",0,0,10,2,0
1213,792,22,"M",2,"R3","Thursday",5,"2",0,0,2,3,0
1214,792,28,"M",3,"R3","Thursday",13,"3",0,0,4,9,0
1215,792,53,"F",4,"R3","Thursday",5,"3",0,0,3,2,0
1216,792,64,"M",1,"R3","Thursday",3,"1",0,0,2,1,0
1219,794,51,"M",2,"R3","Thursday",15,"2",0,12,1,2,0
1224,797,66,"M",3,"R3","Thursday",2,"0",0,0,0,0,2
1225,798,66,"M",3,"R3","Thursday",2,"1",1,0,0,0,1
1368,800,24,"F",2,"R3","Thursday",48,"2",0,0,26,22,0
1227,800,53,"F",1,"R3","Thursday",4,"1",0,0,2,2,0
1369,800,55,"M",1,"R3","Thursday",4,"1",0,0,2,2,0
1228,801,54,"F",2,"R3","Thursday",19,"6+",0,0,13,3,3
1229,802,64,"F",1,"R3","Thursday",19,"3",0,1,1,6,11
1295,832,58,"F",4,"R3","Thursday",5,"1",0,0,2,1,2
1236,809,65,"M",2,"R3","Thursday",1,"0",0,0,0,1,0
1237,810,69,"F",1,"R3","Thursday",2,"0",0,2,0,0,0
1238,811,55,"F",4,"R3","Thursday",5,"2",0,1,1,3,0
1298,835,50,"F",1,"R3","Thursday",5,"0",0,0,2,3,0
1299,835,53,"M",1,"R3","Thursday",3,"1",0,0,1,2,0
1240,813,73,"M",3,"R3","Thursday",1,"0",0,0,0,0,1
1241,814,55,"F",1,"R3","Thursday",5,"1",0,0,2,3,0
1370,816,28,"F",4,"R3","Thursday",9,"1",0,0,2,7,0
1244,816,55,"F",4,"R3","Thursday",7,"2",0,2,2,3,0
1245,817,76,"M",4,"R3","Thursday",1,"0",0,0,0,1,0
1246,818,29,"F",1,"R3","Thursday",68,"2",5,10,26,7,20
1297,834,60,"F",3,"R3","Thursday",7,"2",0,0,4,2,1
1247,819,55,"F",1,"R3","Thursday",2,"0",0,0,0,1,1
1248,819,59,"F",2,"R3","Thursday",2,"0",0,0,0,1,1
1249,819,81,"F",3,"R3","Thursday",2,"0",0,0,0,2,0
83,83,64,"F",4,"R3","Friday",12,"3",1,1,3,7,0
94,90,54,"F",1,"R3","Friday",4,"2",0,0,2,2,0
96,92,30,"M",2,"R3","Friday",1,"0",0,0,1,0,0
1081,99,16,"M",4,"R3","Friday",35,"5",0,31,2,2,0
113,99,53,"F",1,"R3","Friday",6,"1",0,1,1,2,2
121,102,23,"F",2,"R3","Friday",3,"1",0,0,1,2,0
1090,102,50,"M",1,"R3","Friday",9,"1",0,0,1,7,1
122,102,52,"F",2,"R3","Friday",25,"0",0,3,8,12,2
135,108,55,"M",3,"R3","Friday",6,"2",0,0,2,4,0
170,126,74,"F",2,"R3","Friday",4,"1",0,0,1,2,1
234,164,16,"F",4,"R3","Friday",2,"0",0,0,1,1,0
235,164,25,"M",1,"R3","Friday",2,"1",0,1,0,1,0
236,164,56,"F",3,"R3","Friday",9,"3",0,1,4,4,0
265,183,57,"F",2,"R3","Friday",2,"5",0,0,1,1,0
266,183,62,"M",4,"R3","Friday",4,"3",0,0,1,3,0
272,187,50,"F",3,"R3","Friday",7,"3",0,0,5,2,0
273,187,55,"M",2,"R3","Friday",6,"4",0,0,4,2,0
274,188,61,"F",2,"R3","Friday",10,"4",0,0,2,8,0
306,203,44,"M",1,"R3","Friday",35,"4",0,1,9,25,0
324,214,41,"F",2,"R3","Friday",10,"3",0,1,2,6,1
325,214,61,"F",2,"R3","Friday",5,"2",0,1,1,2,1
326,214,69,"M",1,"R3","Friday",11,"4",0,1,4,5,1
337,219,31,"M",3,"R3","Friday",10,"4",0,0,4,5,1
351,229,75,"F",2,"R3","Friday",4,"0",0,1,0,0,3
373,244,73,"F",1,"R3","Friday",6,"1",0,0,5,0,1
374,244,76,"M",2,"R3","Friday",5,"3",0,1,0,2,2
409,268,15,"M",2,"R3","Friday",30,"3",0,28,0,2,0
411,268,49,"F",2,"R3","Friday",7,"2",0,2,1,4,0
428,280,59,"M",1,"R3","Friday",6,"1",0,1,2,3,0
430,282,50,"F",4,"R3","Friday",1,"0",0,0,0,1,0
433,284,57,"F",4,"R3","Friday",8,"6+",1,1,2,4,0
435,285,70,"F",2,"R3","Friday",34,"3",0,0,3,10,21
548,361,51,"F",2,"R3","Friday",8,"2",0,0,2,6,0
549,362,85,"F",4,"R3","Friday",7,"0",0,0,0,5,2
1371,376,32,"M",4,"R3","Friday",2,"0",0,0,0,2,0
568,376,58,"F",1,"R3","Friday",9,"2",0,0,1,8,0
1372,376,60,"M",3,"R3","Friday",1,"0",0,0,0,1,0
824,579,56,"F",3,"R3","Friday",68,"2",0,0,14,38,16
662,452,60,"F",2,"R3","Friday",20,"3",0,0,0,10,10
691,471,60,"F",1,"R3","Friday",16,"2",0,0,6,10,0
1373,93,46,"M",3,"R3","Monday",6,"2",0,1,3,2,0
99,93,50,"F",3,"R3","Monday",203,"1",0,2,80,61,60
101,94,11,"M",4,"R3","Monday",4,"1",0,1,0,3,0
102,94,47,"F",2,"R3","Monday",3,"1",0,2,0,1,0
103,94,48,"M",3,"R3","Monday",3,"2",0,2,0,1,0
1117,609,64,"M",2,"R3","Monday",1,"1",0,0,0,1,0
1070,103,20,"M",1,"R3","Monday",2,"0",0,1,0,1,0
124,103,51,"F",3,"R3","Monday",12,"3",0,1,7,4,0
136,109,44,"F",4,"R3","Monday",2,"1",0,0,0,2,0
137,109,45,"M",3,"R3","Monday",4,"2",0,0,2,2,0
1374,109,47,"M",4,"R3","Monday",23,"2",0,4,8,8,3
138,109,51,"F",3,"R3","Monday",7,"1",0,0,0,7,0
174,129,25,"M",2,"R3","Monday",7,"1",0,0,4,3,0
176,130,26,"M",3,"R3","Monday",4,"1",0,0,2,2,0
1104,130,59,"M",1,"R3","Monday",4,"0",0,0,2,2,0
200,143,50,"F",1,"R3","Monday",5,"3",0,0,1,4,0
201,143,54,"M",4,"R3","Monday",1,"0",0,0,0,1,0
211,148,53,"F",3,"R3","Monday",1,"0",0,0,0,0,1
1375,148,58,"F",1,"R3","Monday",1,"0",0,0,1,0,0
212,148,66,"M",3,"R3","Monday",1,"0",0,0,0,1,0
214,150,37,"F",1,"R3","Monday",19,"4",2,0,6,11,0
226,157,27,"F",3,"R3","Monday",6,"3",0,0,4,2,0
1376,157,62,"M",3,"R3","Monday",3,"0",0,0,2,1,0
1377,157,64,"F",4,"R3","Monday",15,"5",0,0,2,12,1
1378,166,22,"M",3,"R3","Monday",3,"0",0,1,0,2,0
1379,175,69,"F",3,"R3","Monday",1,"0",0,0,0,0,1
252,175,72,"M",1,"R3","Monday",9,"5",0,0,3,3,3
275,189,14,"F",2,"R3","Monday",10,"5",0,3,5,2,0
315,208,28,"M",1,"R3","Monday",7,"3",0,0,5,2,0
1380,208,54,"F",1,"R3","Monday",11,"6+",0,2,1,5,3
331,216,51,"F",4,"R3","Monday",2,"2",0,0,1,1,0
332,216,61,"M",2,"R3","Monday",6,"1",0,0,3,3,0
1381,233,54,"F",3,"R3","Monday",36,"2",0,0,2,14,20
915,635,34,"M",4,"R3","Monday",1,"1",0,0,0,1,0
1149,246,55,"F",4,"R3","Monday",8,"6+",0,0,1,6,1
394,258,63,"F",3,"R3","Monday",4,"1",0,1,0,2,1
1382,646,31,"F",4,"R3","Monday",8,"1",1,0,3,2,2
931,646,60,"M",4,"R3","Monday",8,"3",1,0,3,2,2
860,293,20,"F",3,"R3","Monday",3,"0",0,0,1,1,1
449,293,21,"F",3,"R3","Monday",4,"2",0,1,1,2,0
1073,293,48,"F",1,"R3","Monday",17,"4",0,0,11,6,0
861,293,65,"M",4,"R3","Monday",3,"0",0,0,2,1,0
937,651,77,"F",4,"R3","Monday",3,"0",0,0,3,0,0
1383,296,6,"F",1,"R3","Monday",0,NA,0,0,0,0,0
862,296,41,"F",2,"R3","Monday",11,"1",1,2,1,4,3
453,296,44,"M",1,"R3","Monday",7,"2",0,1,2,2,2
1152,304,10,"F",4,"R3","Monday",25,"1",0,7,8,8,2
464,304,46,"F",4,"R3","Monday",16,"3",0,2,1,3,10
1137,654,33,"F",3,"R3","Monday",12,"3",0,0,4,8,0
940,654,34,"M",2,"R3","Monday",6,"2",0,0,6,0,0
469,309,54,"F",3,"R3","Monday",2,"0",0,0,1,1,0
475,312,42,"M",4,"R3","Monday",4,"2",0,1,1,2,0
476,313,52,"F",3,"R3","Monday",12,"4",0,0,4,8,0
960,671,72,"F",4,"R3","Monday",16,"2",0,7,3,1,5
965,676,58,"F",4,"R3","Monday",9,"1",0,0,6,2,1
560,370,74,"F",4,"R3","Monday",4,"0",0,0,0,1,3
577,383,49,"F",3,"R3","Monday",8,"2",0,1,4,3,0
581,387,53,"M",1,"R3","Monday",2,"0",0,0,1,1,0
1161,388,30,"F",4,"R3","Monday",1,"0",0,0,0,0,1
582,388,66,"F",3,"R3","Monday",1,"0",0,0,0,1,0
583,389,35,"F",2,"R3","Monday",13,"4",4,2,5,2,0
589,395,58,"M",4,"R3","Monday",13,"6+",0,0,6,6,1
825,580,66,"F",4,"R3","Monday",6,"3",0,1,1,2,2
1079,582,31,"F",4,"R3","Monday",20,"5",0,0,6,13,1
829,583,62,"F",2,"R3","Monday",3,"1",1,0,0,2,0
606,409,25,"M",2,"R3","Monday",2,"0",0,0,0,2,0
607,410,58,"M",2,"R3","Monday",5,"5",0,1,0,2,2
1012,715,48,"M",3,"R3","Monday",5,"2",0,0,0,4,1
624,423,12,"M",2,"R3","Monday",6,"2",0,2,1,3,0
625,423,54,"F",4,"R3","Monday",6,"3",0,3,0,3,0
1019,721,40,"F",3,"R3","Monday",4,"1",0,0,4,0,0
653,446,51,"F",4,"R3","Monday",8,"2",0,0,5,3,0
665,454,44,"M",2,"R3","Monday",20,"2",0,0,16,4,0
666,454,52,"F",4,"R3","Monday",4,"3",0,1,0,1,2
1026,728,70,"M",4,"R3","Monday",4,"1",0,0,1,3,0
680,464,21,"F",2,"R3","Monday",39,"4",0,0,7,29,3
681,464,50,"F",4,"R3","Monday",6,"2",0,0,1,4,1
682,464,58,"M",3,"R3","Monday",15,"2",0,0,0,15,0
705,482,54,"F",4,"R3","Monday",1,"0",0,0,0,1,0
1051,747,65,"F",3,"R3","Monday",18,"3",0,0,3,15,0
1145,749,20,"M",4,"R3","Monday",4,"0",0,2,0,2,0
203,145,28,"F",3,"R3","Thursday",4,"1",0,0,3,1,0
1384,145,21,"F",2,"R3","Thursday",32,"5",0,9,17,6,0
